,Finish,Team,Age,Sex,Year,og_name,Squad,Club,Tie
205,50,CAPO VALLEY ALLIANCE,16,Girls,2012,CAPO VALLEY ALLIANCE,A,CAPO VALLEY ALLIANCE,0.0
206,50,REGENCY,18,Girls,2012,REGENCY,A,REGENCY,0.0
207,51,KINGFISH WATER POLO FOUNDATION INC,14,Girls,2012,"KINGFISH WATER POLO FOUNDATION, INC",A,KINGFISH,0.0
208,51,IRVINE KAHUNA,16,Girls,2012,IRVINE KAHUNA,A,IRVINE KAHUNA,0.0
209,51,SET,18,Girls,2012,SET PINK,A,SET,0.0
210,52,HUNTINGTON BEACH,14,Girls,2012,HUNTINGTON BEACH ORANGE (A),A,HUNTINGTON BEACH,0.0
211,52,STANFORD,16,Girls,2012,STANFORD B,B,STANFORD,0.0
212,52,SACRAMENTO POLO,18,Girls,2012,SACRAMENTO POLO,A,SACRAMENTO,0.0
213,53,FOOTHILL,14,Girls,2012,FOOTHILL RED (A),A,FOOTHILL,0.0
214,53,CHAWP,16,Girls,2012,CHAWP,A,CHAWP,0.0
215,53,SOUTH COAST,18,Girls,2012,SOUTH COAST,A,SOUTH COAST,0.0
216,54,SOUTH PASADENA WATER POLO,14,Girls,2012,SOUTH PASADENA WATER POLO,A,SOUTH PASADENA,0.0
217,54,EMPIRE,16,Girls,2012,EMPIRE,A,EMPIRE,0.0
218,54,SOCAL,18,Girls,2012,SOCAL GOLD,A,SOCAL,0.0
219,55,ALLIANCE,14,Girls,2012,ALLIANCE,A,ALLIANCE,0.0
220,55,BURLINGAME,16,Girls,2012,BURLINGAME,A,BURLINGAME,0.0
221,55,LA JOLLA,18,Girls,2012,LA JOLLA,A,LA JOLLA,0.0
222,56,CLOVI WPC,14,Girls,2012,CLOVIS WPC B,B,CLOVI,0.0
223,56,FULLERTON HILL,16,Girls,2012,FULLERTON HILLS,A,FULLERTON HILL,0.0
224,56,BURLINGAME,18,Girls,2012,BURLINGAME,A,BURLINGAME,0.0
225,57,LA JOLLA WATER POLO,14,Girls,2012,LA JOLLA WATER POLO,A,LA JOLLA,0.0
226,57,LAMORINDA,16,Girls,2012,LAMORINDA,A,LAMORINDA,0.0
227,57,CONQUEROR,18,Girls,2012,CONQUEROR,A,CONQUEROR,0.0
228,58,680,14,Girls,2012,680 BLUE B,B,680,0.0
229,58,LEGACY,16,Girls,2012,LEGACY,A,LEGACY,0.0
230,58,STANFORD,18,Girls,2012,STANFORD B,B,STANFORD,0.0
231,59,BACK BAY WATER POLO,14,Girls,2012,BACK BAY WATER POLO,A,BACK BAY,0.0
232,59,ROSE BOWL,16,Girls,2012,ROSE BOWL,A,ROSE BOWL,0.0
233,59,BEAR,18,Girls,2012,BEAR,A,BEAR,0.0
234,60,MENLO PARK WATER POLO,14,Girls,2012,MENLO PARK WATER POLO,A,MENLO PARK,0.0
235,60,WEST COAST AQUATIC,16,Girls,2012,WEST COAST AQUATICS,A,WEST COAST,0.0
236,60,SCRIPP,18,Girls,2012,SCRIPPS,A,SCRIPP,0.0
237,61,CONQUEROR,16,Girls,2012,CONQUEROR,A,CONQUEROR,0.0
238,61,SOAK,18,Girls,2012,SOAK,A,SOAK,0.0
239,62,XTREME,16,Girls,2012,XTREME,A,XTREME,0.0
240,62,INTERNATIONAL,18,Girls,2012,INTERNATIONAL RED,A,INTERNATIONAL,0.0
241,63,FOOTHILL,16,Girls,2012,FOOTHILL BLACK,A,FOOTHILL,0.0
242,63,DAVI,18,Girls,2012,DAVIS B,B,DAVI,0.0
243,64,MODESTOSTANISLAU,16,Girls,2012,MODESTO/STANISLAUS,A,MODESTOSTANISLAU,0.0
244,64,NIPC,18,Girls,2012,NIPC,A,NIPC,0.0
245,65,STANFORD,16,Girls,2012,STANFORD C,C,STANFORD,0.0
246,65,INTERNATIONAL,18,Girls,2012,INTERNATIONAL BLUE,A,INTERNATIONAL,0.0
247,66,ARROYO GRANDE,16,Girls,2012,ARROYO GRANDE,A,ARROYO GRANDE,0.0
248,66,WEST VALLEY,18,Girls,2012,WEST VALLEY,A,WEST VALLEY,0.0
249,67,MARIN,16,Girls,2012,MARIN,A,MARIN,0.0
250,67,RAIN CITY,18,Girls,2012,RAIN CITY,A,RAIN CITY,0.0
251,68,SACRAMENTO,16,Girls,2012,SACRAMENTO ORANGE,A,SACRAMENTO,0.0
252,68,VIPER PIGEON,18,Girls,2012,VIPER PIGEON BLACK,A,VIPER PIGEON,0.0
253,69,VIPER PIGEON,16,Girls,2012,VIPER PIGEON BLACK,A,VIPER PIGEON,0.0
254,69,OCEANSIDE,18,Girls,2012,OCEANSIDE,A,OCEANSIDE,0.0
255,70,BUENA,16,Girls,2012,BUENA,A,BUENA,0.0
256,70,SCORPION,18,Girls,2012,SCORPIONS,A,SCORPION,0.0
257,71,SOQUEL,18,Girls,2012,SOQUEL,A,SOQUEL,0.0
258,72,ERH,18,Girls,2012,ERHS,A,ERH,0.0
1,1,PACIFIC COAST RIPTIDE,14,Girls,2018,PACIFIC COAST RIPTIDE,A,PACIFIC COAST RIPTIDE,0.0
2,2,LAGUNA BEACH,14,Girls,2018,LAGUNA BEACH A,A,LAGUNA BEACH,0.0
3,3,SOCAL,14,Girls,2018,SOCAL BLACK A,A,SOCAL,0.0
4,4,NEWPORT BEACH WPC,14,Girls,2018,NEWPORT BEACH WPC,A,NEWPORT BEACH,0.0
5,5,SAN DIEGO SHORE,14,Girls,2018,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
6,6,FOOTHILL,14,Girls,2018,FOOTHILL A,A,FOOTHILL,0.0
7,7,NORTHWOOD,14,Girls,2018,NORTHWOOD,A,NORTHWOOD,0.0
8,8,LAMORINDA,14,Girls,2018,LAMORINDA A,A,LAMORINDA,0.0
9,9,DAVI,14,Girls,2018,DAVIS,A,DAVI,0.0
10,10,SB 805,14,Girls,2018,SB 805 A,A,SB 805,0.0
11,11,ROYAL 559,14,Girls,2018,ROYAL 559,A,ROYAL 559,0.0
12,12,COMMERCE,14,Girls,2018,COMMERCE,A,COMMERCE,0.0
13,13,SB PREMIER,14,Girls,2018,SB PREMIER,A,SB PREMIER,0.0
14,14,CHAWP,14,Girls,2018,CHAWP,A,CHAWP,0.0
15,15,ROSE BOWL,14,Girls,2018,ROSE BOWL A,A,ROSE BOWL,0.0
16,16,BACK BAY,14,Girls,2018,BACK BAY,A,BACK BAY,0.0
17,17,SET,14,Girls,2018,SET,A,SET,0.0
18,18,GREENWICH,14,Girls,2018,GREENWICH,A,GREENWICH,0.0
19,19,STANFORD,14,Girls,2018,STANFORD A,A,STANFORD,0.0
20,20,CDM,14,Girls,2018,CDM,A,CDM,0.0
21,21,680,14,Girls,2018,680 A,A,680,0.0
22,22,UNITED,14,Girls,2018,UNITED,A,UNITED,0.0
23,23,PRIDE,14,Girls,2018,PRIDE A,A,PRIDE,0.0
24,24,OLYMPU AQUATIC,14,Girls,2018,OLYMPUS AQUATICS,A,OLYMPU,0.0
25,25,THUNDER,14,Girls,2018,THUNDER BLACK,A,THUNDER,0.0
26,26,NAVY,14,Girls,2018,NAVY,A,NAVY,0.0
27,27,SANTA CRUZ,14,Girls,2018,SANTA CRUZ,A,SANTA CRUZ,0.0
28,28,SAN DIEGO SHORE,14,Girls,2018,SAN DIEGO SHORES B,B,SAN DIEGO SHORE,0.0
29,29,DIABLO ALLIANCE,14,Girls,2018,DIABLO ALLIANCE,A,DIABLO ALLIANCE,0.0
30,30,STANFORD,14,Girls,2018,STANFORD B,B,STANFORD,0.0
31,31,WESTSIDE,14,Girls,2018,WESTSIDE,A,WESTSIDE,0.0
32,32,SAN JOSE ALMADEN,14,Girls,2018,SAN JOSE ALMADEN,A,SAN JOSE ALMADEN,0.0
33,33,CHICAGO PARK DISTRICT,14,Girls,2018,CHICAGO PARK DISTRICT,A,CHICAGO PARK DISTRICT,0.0
34,34,BIG VALLEY,14,Girls,2018,BIG VALLEY,A,BIG VALLEY,0.0
35,35,SJ EXPRES,14,Girls,2018,SJ EXPRESS,A,SJ EXPRES,0.0
36,36,PRAETORIAN,14,Girls,2018,PRAETORIAN,A,PRAETORIAN,0.0
37,37,RIPTIDE,14,Girls,2018,RIPTIDES,A,RIPTIDE,0.0
38,38,SHAQ,14,Girls,2018,SHAQ,A,SHAQ,0.0
39,39,CARLSBAD,14,Girls,2018,CARLSBAD,A,CARLSBAD,0.0
40,40,SOUTH COAST,14,Girls,2018,SOUTH COAST,A,SOUTH COAST,0.0
41,41,WEST VALLEY,14,Girls,2018,WEST VALLEY,A,WEST VALLEY,0.0
42,42,EMPIRE,14,Girls,2018,EMPIRE,A,EMPIRE,0.0
43,43,UTAH PREMIER,14,Girls,2018,UTAH PREMIER,A,UTAH PREMIER,0.0
44,44,LAMORINDA,14,Girls,2018,LAMORINDA B,B,LAMORINDA,0.0
45,45,NORTHWEST,14,Girls,2018,NORTHWEST,A,NORTHWEST,0.0
46,46,RAIN CITY,14,Girls,2018,RAIN CITY,A,RAIN CITY,0.0
47,47,AMERICAN RIVER,14,Girls,2018,AMERICAN RIVER,A,AMERICAN RIVER,0.0
48,48,REBEL,14,Girls,2018,REBEL,A,REBEL,0.0
51,49,ALLIANCE,14,Girls,2018,ALLIANCE,A,ALLIANCE,0.0
52,50,SHORE AQUATIC,14,Girls,2018,SHORE AQUATICS,A,SHORE,0.0
53,51,CMAC,14,Girls,2018,CMAC,A,CMAC,0.0
54,52,RIVERSIDE,14,Girls,2018,RIVERSIDE,A,RIVERSIDE,0.0
55,53,SOCAL,14,Girls,2018,SOCAL GOLD B,B,SOCAL,0.0
56,54,LAGUNA BEACH,14,Girls,2018,LAGUNA BEACH B,B,LAGUNA BEACH,0.0
57,55,ELITE,14,Girls,2018,ELITE,A,ELITE,0.0
58,56,FOOTHILL,14,Girls,2018,FOOTHILL B,B,FOOTHILL,0.0
59,57,OHANA,14,Girls,2018,OHANA,A,OHANA,0.0
60,58,SC TRITON,14,Girls,2018,SC TRITONS,A,SC TRITON,0.0
61,59,SET,14,Girls,2018,SET PINK B,B,SET,0.0
62,60,BROOKLYN HUSTLE,14,Girls,2018,BROOKLYN HUSTLE,A,BROOKLYN HUSTLE,0.0
63,61,COAST,14,Girls,2018,GOLD COAST,A,COAST,0.0
64,62,HUNTINGTON BEACH,14,Girls,2018,HUNTINGTON BEACH,A,HUNTINGTON BEACH,0.0
65,63,POWAY,14,Girls,2018,POWAY,A,POWAY,0.0
66,64,680,14,Girls,2018,680 B,B,680,0.0
67,65,PACIFIC,14,Girls,2018,PACIFIC A,A,PACIFIC,0.0
68,66,SB 805,14,Girls,2018,SB 805 B,B,SB 805,0.0
69,67,MODESTOSTANISLAU,14,Girls,2018,MODESTO/STANISLAUS,A,MODESTOSTANISLAU,0.0
70,68,PRIDE,14,Girls,2018,PRIDE B,B,PRIDE,0.0
71,69,LA PREMIER,14,Girls,2018,LA PREMIER,A,LA PREMIER,0.0
72,70,ROSE BOWL,14,Girls,2018,ROSE BOWL B,B,ROSE BOWL,0.0
73,71,SOAC,14,Girls,2018,SOAC,A,SOAC,0.0
74,72,SOUTH COUNTY HERRIMAN POLO,14,Girls,2018,SOUTH COUNTY HERRIMAN POLO,A,SOUTH COUNTY HERRIMAN,0.0
75,73,ARROYO GRANDE,14,Girls,2018,ARROYO GRANDE,A,ARROYO GRANDE,0.0
76,74,TROJAN,14,Girls,2018,TROJAN,A,TROJAN,0.0
77,75,CHELSEA PIER,14,Girls,2018,CHELSEA PIERS,A,CHELSEA PIER,0.0
78,76,MENLO PARK,14,Girls,2018,MENLO PARK,A,MENLO PARK,0.0
79,77,BURLINGAME,14,Girls,2018,BURLINGAME,A,BURLINGAME,0.0
80,78,WEST VALLEY,14,Girls,2018,WEST VALLEY B,B,WEST VALLEY,0.0
81,79,LAMORINDA BRENTWOOD,14,Girls,2018,LAMORINDA BRENTWOOD,A,LAMORINDA BRENTWOOD,0.0
82,80,PACIFIC,14,Girls,2018,PACIFIC B,B,PACIFIC,0.0
83,81,SOUTH VALLEY,14,Girls,2018,SOUTH VALLEY,A,SOUTH VALLEY,0.0
1,1,UNITED COZY,18,Boys,2018,UNITED COZY BOYS,A,UNITED COZY,0.0
2,2,STANFORD,18,Boys,2018,STANFORD A,A,STANFORD,0.0
3,3,VANGUARD SENIOR,18,Boys,2018,VANGUARD WHITE SENIOR,A,VANGUARD SENIOR,0.0
4,4,LA PREMIER,18,Boys,2018,LA PREMIER,A,LA PREMIER,0.0
5,5,OCWPC,18,Boys,2018,OCWPC,A,OCWPC,0.0
6,6,LAMORINDA,18,Boys,2018,LAMORINDA A,A,LAMORINDA,0.0
7,7,SHAQ,18,Boys,2018,SHAQ A,A,SHAQ,0.0
8,8,CC UNITED,18,Boys,2018,CC UNITED A,A,CC UNITED,0.0
9,9,TROJAN CARDINAL,18,Boys,2018,TROJAN CARDINAL A,A,TROJAN CARDINAL,0.0
10,10,NEWPORT BEACH WPC,18,Boys,2018,NEWPORT BEACH WPC,A,NEWPORT BEACH,0.0
11,11,DEL MAR,18,Boys,2018,DEL MAR A,A,DEL MAR,0.0
12,12,SAN JOSE WPF,18,Boys,2018,SAN JOSE WPF,A,SAN JOSE WPF,0.0
13,13,REDLAND RENEGADE,18,Boys,2018,REDLANDS RENEGADES,A,REDLAND RENEGADE,0.0
14,14,BIG VALLEY,18,Boys,2018,BIG VALLEY,A,BIG VALLEY,0.0
15,15,SAN DIEGO SHORE,18,Boys,2018,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
16,16,VANGUARD,18,Boys,2018,VANGUARD RED,A,VANGUARD,0.0
17,17,680,18,Boys,2018,680 A,A,680,0.0
18,18,CARLSBAD,18,Boys,2018,CARLSBAD,A,CARLSBAD,0.0
19,19,FOOTHILL,18,Boys,2018,FOOTHILL RED A,A,FOOTHILL,0.0
20,20,ORWP,18,Boys,2018,ORWP,A,ORWP,0.0
21,21,SET,18,Boys,2018,SET,A,SET,0.0
22,22,COMMERCE,18,Boys,2018,COMMERCE,A,COMMERCE,0.0
23,23,ROYAL 559,18,Boys,2018,ROYAL 559 BLUE,A,ROYAL 559,0.0
24,24,CHAWP,18,Boys,2018,CHAWP WHITE A,A,CHAWP,0.0
25,25,STANFORD,18,Boys,2018,STANFORD B,B,STANFORD,0.0
26,26,GREENWICH,18,Boys,2018,GREENWICH,A,GREENWICH,0.0
27,27,BAKERSFIELD,18,Boys,2018,BAKERSFIELD,A,BAKERSFIELD,0.0
28,28,AMERICAN RIVER,18,Boys,2018,AMERICAN RIVER A,A,AMERICAN RIVER,0.0
29,29,TUALATIN HILL,18,Boys,2018,TUALATIN HILLS,A,TUALATIN HILL,0.0
30,30,SOVA,18,Boys,2018,SOVA,A,SOVA,0.0
31,31,SOUTH COAST,18,Boys,2018,SOUTH COAST,A,SOUTH COAST,0.0
32,32,THUNDER,18,Boys,2018,THUNDER,A,THUNDER,0.0
33,33,UTAH PREMIER,18,Boys,2018,UTAH PREMIER,A,UTAH PREMIER,0.0
34,34,CHELSEA PIER,18,Boys,2018,CHELSEA PIERS,A,CHELSEA PIER,0.0
35,35,RAIN CITY,18,Boys,2018,RAIN CITY,A,RAIN CITY,0.0
36,36,VIPER PIGEON,18,Boys,2018,VIPER PIGEONS GREEN,A,VIPER PIGEON,0.0
37,37,PUGET SOUND,18,Boys,2018,PUGET SOUND,A,PUGET SOUND,0.0
38,38,KEARN,18,Boys,2018,KEARNS,A,KEARN,0.0
39,39,WOLVERINE,18,Boys,2018,WOLVERINE,A,WOLVERINE,0.0
40,40,RIPTIDE,18,Boys,2018,RIPTIDES,A,RIPTIDE,0.0
41,41,STORM,18,Boys,2018,STORM,A,STORM,0.0
42,42,THUNDER,18,Boys,2018,THUNDER BLACK,A,THUNDER,0.0
43,43,NWC,18,Boys,2018,NWC,A,NWC,0.0
44,44,MOOSE,18,Boys,2018,MOOSE,A,MOOSE,0.0
45,45,CHEHALEM,18,Boys,2018,CHEHALEM,A,CHEHALEM,0.0
46,46,MAD DOG,18,Boys,2018,MAD DOG,A,MAD DOG,0.0
47,47,DYNAMO,18,Boys,2018,DYNAMO,A,DYNAMO,0.0
48,48,OLYMPU AQUATIC,18,Boys,2018,OLYMPUS AQUATICS,A,OLYMPU,0.0
51,49,NORTH SAN DIEGO STAR,18,Boys,2018,NORTH SAN DIEGO STARS,A,NORTH SAN DIEGO STAR,0.0
52,50,ELITE WATER POLO,18,Boys,2018,ELITE WATER POLO,A,ELITE,0.0
53,51,SB PREMIER,18,Boys,2018,SB PREMIER,A,SB PREMIER,0.0
54,52,VANGUARD AQUATIC,18,Boys,2018,VANGUARD AQUATICS,A,VANGUARD,0.0
55,53,NORTHWOOD,18,Boys,2018,NORTHWOOD,A,NORTHWOOD,0.0
56,54,CDM AQUATIC,18,Boys,2018,CDM AQUATICS BLUE A,A,CDM,0.0
57,55,SB 805,18,Boys,2018,SB 805,A,SB 805,0.0
58,56,LAWPC,18,Boys,2018,LAWPC,A,LAWPC,0.0
59,57,DAVI,18,Boys,2018,DAVIS,A,DAVI,0.0
60,58,MID VALLEY,18,Boys,2018,MID VALLEY,A,MID VALLEY,0.0
61,59,WESTSIDE,18,Boys,2018,WESTSIDE,A,WESTSIDE,0.0
62,60,SAN DIEGO SHORE,18,Boys,2018,SAN DIEGO SHORES B,B,SAN DIEGO SHORE,0.0
63,61,CAL REPUBLIC,18,Boys,2018,CAL REPUBLIC,A,CAL REPUBLIC,0.0
64,62,OHANA WATER POLO ACADEMY,18,Boys,2018,OHANA WATER POLO ACADEMY,A,OHANA,0.0
65,63,SOCAL,18,Boys,2018,SOCAL BLACK A,A,SOCAL,0.0
66,64,CLOVI,18,Boys,2018,CLOVIS,A,CLOVI,0.0
67,65,EAST COUNTY,18,Boys,2018,EAST COUNTY,A,EAST COUNTY,0.0
68,66,TUSTIN IRVINE PATRIOT,18,Boys,2018,TUSTIN IRVINE PATRIOT A,A,TUSTIN IRVINE PATRIOT,0.0
69,67,SHAQ,18,Boys,2018,SHAQ B,B,SHAQ,0.0
70,68,SOAC,18,Boys,2018,SOAC,A,SOAC,0.0
71,69,COSTA MESA AQUATIC,18,Boys,2018,COSTA MESA AQUATICS,A,COSTA MESA,0.0
72,70,NAVY,18,Boys,2018,NAVY,A,NAVY,0.0
73,71,SJ EXPRES,18,Boys,2018,SJ EXPRESS,A,SJ EXPRES,0.0
74,72,DIABLO ALLIANCE,18,Boys,2018,DIABLO ALLIANCE,A,DIABLO ALLIANCE,0.0
75,73,CC UNITED,18,Boys,2018,CC UNITED B,B,CC UNITED,0.0
76,74,SACRAMENTO,18,Boys,2018,SACRAMENTO,A,SACRAMENTO,0.0
77,75,FOOTHILL,18,Boys,2018,FOOTHILL BLACK B,B,FOOTHILL,0.0
78,76,SHORE AQUATIC,18,Boys,2018,SHORE AQUATICS,A,SHORE,0.0
79,77,ORANGECOUNTY RIPTIDE,18,Boys,2018,ORANGE COUNTY RIPTIDE,A,ORANGECOUNTY RIPTIDE,0.0
80,78,GRANITE BAY,18,Boys,2018,GRANITE BAY,A,GRANITE BAY,0.0
81,79,209,18,Boys,2018,209,A,209,0.0
82,80,CHAWP,18,Boys,2018,CHAWP BLUE B,B,CHAWP,0.0
83,81,SON OF ODIN,18,Boys,2018,SONS OF ODIN,A,SON OF ODIN,0.0
84,82,LONGHORN,18,Boys,2018,LONGHORN,A,LONGHORN,0.0
85,83,MORGAN HILL,18,Boys,2018,MORGAN HILL,A,MORGAN HILL,0.0
86,84,NORTHWEST,18,Boys,2018,NORTHWEST,A,NORTHWEST,0.0
87,85,SFWPC,18,Boys,2018,SFWPC,A,SFWPC,0.0
88,86,BEND,18,Boys,2018,BEND,A,BEND,0.0
89,87,PRINCETON,18,Boys,2018,PRINCETON,A,PRINCETON,0.0
90,88,SOUTHSIDE,18,Boys,2018,SOUTHSIDE,A,SOUTHSIDE,0.0
91,89,STANFORD,18,Boys,2018,STANFORD C,C,STANFORD,0.0
92,90,EMPIRE,18,Boys,2018,EMPIRE,A,EMPIRE,0.0
93,91,WEST SUBURBAN,18,Boys,2018,WEST SUBURBAN,A,WEST SUBURBAN,0.0
94,92,THIRD COAST,18,Boys,2018,THIRD COAST,A,THIRD COAST,0.0
95,93,CFWPC,18,Boys,2018,CFWPC,A,CFWPC,0.0
96,94,SPARTAN,18,Boys,2018,SPARTAN,A,SPARTAN,0.0
97,95,MAVERICK,18,Boys,2018,MAVERICK,A,MAVERICK,0.0
98,96,NWC,18,Boys,2018,NWC BLUE A,A,NWC,0.0
101,97,680,18,Boys,2018,680 B,B,680,0.0
102,98,FLO WATER POLO,18,Boys,2018,FLO WATER POLO,A,FLO,0.0
103,99,ORCUTT,18,Boys,2018,ORCUTT,A,ORCUTT,0.0
104,100,PRAETORIAN,18,Boys,2018,PRAETORIAN,A,PRAETORIAN,0.0
105,101,PACIFIC,18,Boys,2018,PACIFIC,A,PACIFIC,0.0
106,102,MODESTOSTANISLAU,18,Boys,2018,MODESTO/STANISLAUS,A,MODESTOSTANISLAU,0.0
107,103,POTOMAC,18,Boys,2018,POTOMAC,A,POTOMAC,0.0
108,104,SOUTH BAY UNITED,18,Boys,2018,SOUTH BAY UNITED,A,SOUTH BAY UNITED,0.0
109,105,WEST VALLEY,18,Boys,2018,WEST VALLEY,A,WEST VALLEY,0.0
110,106,MID MICHIGAN RAPTOR,18,Boys,2018,MID MICHIGAN RAPTOR,A,MID MICHIGAN RAPTOR,0.0
111,107,SJA,18,Boys,2018,SJA,A,SJA,0.0
112,108,VIPER PIGEON,18,Boys,2018,VIPER PIGEONS BLACK,A,VIPER PIGEON,0.0
1,1,SHORE AQUATIC,10,Girls,2018,SHORE AQUATICS,A,SHORE,0.0
2,2,VANGUARD,10,Girls,2018,VANGUARD,A,VANGUARD,0.0
3,3,DIABLO ALLIANCE,10,Girls,2018,DIABLO ALLIANCE,A,DIABLO ALLIANCE,0.0
4,4,STANFORD,10,Girls,2018,STANFORD,A,STANFORD,0.0
5,5,LAMORINDA,10,Girls,2018,LAMORINDA,A,LAMORINDA,0.0
1,1,LAGUNA BEACH,12,Girls,2018,LAGUNA BEACH,A,LAGUNA BEACH,0.0
2,2,COMMERCE,12,Girls,2018,COMMERCE A,A,COMMERCE,0.0
3,3,SOCAL,12,Girls,2018,SOCAL,A,SOCAL,0.0
4,4,NORTHWOOD,12,Girls,2018,NORTHWOOD,A,NORTHWOOD,0.0
5,5,SAN DIEGO SHORE,12,Girls,2018,SAN DIEGO SHORES,A,SAN DIEGO SHORE,0.0
6,6,SB 805,12,Girls,2018,SB 805 A,A,SB 805,0.0
7,7,NEWPORT BEACH,12,Girls,2018,NEWPORT BEACH,A,NEWPORT BEACH,0.0
8,8,ROSE BOWL,12,Girls,2018,ROSE BOWL,A,ROSE BOWL,0.0
9,9,HUNTINGTON BEACH WPC,12,Girls,2018,HUNTINGTON BEACHWPC,A,HUNTINGTON BEACH,0.0
10,10,DIABLO ALLIANCE,12,Girls,2018,DIABLO ALLIANCE,A,DIABLO ALLIANCE,0.0
11,11,ROYAL 559,12,Girls,2018,ROYAL 559,A,ROYAL 559,0.0
12,12,GREENWICH,12,Girls,2018,GREENWICH,A,GREENWICH,0.0
13,13,SANTA CRUZ,12,Girls,2018,SANTA CRUZ,A,SANTA CRUZ,0.0
14,14,LAMORINDA,12,Girls,2018,LAMORINDA A,A,LAMORINDA,0.0
15,15,CDM,12,Girls,2018,CDM,A,CDM,0.0
16,16,SHORE AQUATIC,12,Girls,2018,SHORE AQUATICS,A,SHORE,0.0
17,17,FOOTHILL,12,Girls,2018,FOOTHILL A,A,FOOTHILL,0.0
18,18,SC TRITON,12,Girls,2018,SC TRITONS,A,SC TRITON,0.0
19,19,STANFORD,12,Girls,2018,STANFORD A,A,STANFORD,0.0
20,20,LA PREMIER,12,Girls,2018,LA PREMIER,A,LA PREMIER,0.0
21,21,DAVI,12,Girls,2018,DAVIS,A,DAVI,0.0
22,22,SAN JOSE EXPRES,12,Girls,2018,SAN JOSE EXPRESS,A,SAN JOSE EXPRES,0.0
23,23,TROJAN,12,Girls,2018,TROJAN,A,TROJAN,0.0
24,24,SHAQ,12,Girls,2018,SHAQ,A,SHAQ,0.0
25,25,680,12,Girls,2018,680 A,A,680,0.0
26,26,SET,12,Girls,2018,SET,A,SET,0.0
27,27,CHICAGO PARK DISTRICT,12,Girls,2018,CHICAGO PARK DISTRICT,A,CHICAGO PARK DISTRICT,0.0
28,28,CHELSEA PIER,12,Girls,2018,CHELSEA PIERS,A,CHELSEA PIER,0.0
29,29,LA JOLLA,12,Girls,2018,LA JOLLA,A,LA JOLLA,0.0
30,30,SAN JOSE ALMADEN,12,Girls,2018,SAN JOSE ALMADEN,A,SAN JOSE ALMADEN,0.0
31,31,THUNDER,12,Girls,2018,THUNDER BLACK,A,THUNDER,0.0
32,32,CMAC,12,Girls,2018,CMAC,A,CMAC,0.0
33,33,BIG VALLEY,12,Girls,2018,BIG VALLEY,A,BIG VALLEY,0.0
34,34,COMMERCE,12,Girls,2018,COMMERCE B,B,COMMERCE,0.0
35,35,ONE WAY,12,Girls,2018,ONE WAY,A,ONE WAY,0.0
36,36,AMERICAN RIVER,12,Girls,2018,AMERICAN RIVER,A,AMERICAN RIVER,0.0
37,37,SOUTH VALLEY,12,Girls,2018,SOUTH VALLEY,A,SOUTH VALLEY,0.0
1,1,SOCAL,18,Girls,2018,SOCAL BLACK A,A,SOCAL,0.0
2,2,680,18,Girls,2018,680 A,A,680,0.0
3,3,SET,18,Girls,2018,SET PINK B,B,SET,0.0
4,4,SB 805,18,Girls,2018,SB 805 A,A,SB 805,0.0
5,5,ROSE BOWL,18,Girls,2018,ROSE BOWL A,A,ROSE BOWL,0.0
6,6,VANGUARD,18,Girls,2018,VANGUARD RED,A,VANGUARD,0.0
7,7,DIABLO ALLIANCE,18,Girls,2018,DIABLO ALLIANCE,A,DIABLO ALLIANCE,0.0
8,8,SAN DIEGO SHORE,18,Girls,2018,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
9,9,CDM AQUATIC,18,Girls,2018,CDM AQUATICS BLUE A,A,CDM,0.0
10,10,GREENWICH,18,Girls,2018,GREENWICH,A,GREENWICH,0.0
11,11,COMMERCE,18,Girls,2018,COMMERCE,A,COMMERCE,0.0
12,12,CHAWP,18,Girls,2018,CHAWP WHITE A,A,CHAWP,0.0
13,13,NORTHWOOD,18,Girls,2018,NORTHWOOD,A,NORTHWOOD,0.0
14,14,SET,18,Girls,2018,SET GREY B,B,SET,0.0
15,15,CARLSBAD,18,Girls,2018,CARLSBAD,A,CARLSBAD,0.0
16,16,LAMORINDA,18,Girls,2018,LAMORINDA,A,LAMORINDA,0.0
17,17,STANFORD,18,Girls,2018,STANFORD,A,STANFORD,0.0
18,18,SAN JOSE ALMADEN,18,Girls,2018,SAN JOSE ALMADEN,A,SAN JOSE ALMADEN,0.0
19,19,SANTA CRUZ WAXEM,18,Girls,2018,SANTA CRUZ WAXEM,A,SANTA CRUZ WAXEM,0.0
20,20,DAVI,18,Girls,2018,DAVIS,A,DAVI,0.0
21,21,ROYAL 559,18,Girls,2018,ROYAL 559,A,ROYAL 559,0.0
22,22,STAR STRIPE,18,Girls,2018,STARS AND STRIPES,A,STAR STRIPE,0.0
23,23,PACIFIC,18,Girls,2018,PACIFIC A,A,PACIFIC,0.0
24,24,CAPITAL,18,Girls,2018,CAPITAL,A,CAPITAL,0.0
25,25,HUNTINGTON BEACH,18,Girls,2018,HUNTINGTON BEACH ORANGE A,A,HUNTINGTON BEACH,0.0
26,26,ROSE BOWL,18,Girls,2018,ROSE BOWL BLACK B,B,ROSE BOWL,0.0
27,27,WEST VALLEY,18,Girls,2018,WEST VALLEY A,A,WEST VALLEY,0.0
