,club_name,club_loc,club_id,club_zone
339, Atherton Water Polo Club,"Primary Pool:
				Sacred Heart Aquatic Center
				150 Valparaiso AveAtherton, CA  94027
				","
				 
					Club ID: 16652
 
				
			",10006
340, AVWPC,"Primary Pool:
				Amador Valley High School
				1155 Santa Rita RoadPleasanton, CA  94566
				","
				 
					Club ID: 21775
 
				
			",10006
341, Bat Rays Water Polo Club,"Primary Pool:
				CSU East Bay Pioneer Pool
				25800 Carlos Bee BlvdHayward, CA  94542
				","
				 
					Club ID: 34508
 
				
			",10006
342, Bay Area Masters,"Primary Pool:
				Los Gatos High School
				20 High School CourtLos Gatos, CA  95030
				","
				 
					Club ID: 1010
 
				
			",10006
343, Bay Area Polo,"Primary Pool:
				Saint Francis High School and the Brothers of Holy Cross
				1885 Miramonte AveMountain View, CA  94040
				","
				 
					Club ID: 20222
 
				
			",10006
344, Burlingame Aquatic Club,"Primary Pool:
				Burlingame Aquatic Center
				1 Mangini WayBurlingame, CA  94010
				","
				 
					Club ID: 1400
 
				
			",10006
345, Cal Bears Water Polo,"Primary Pool:
				Spieker Aquatics Complex
				115 Haas PavilionBerkeley, CA  94720
				","
				 
					Club ID: 30775
 
				
			",10006
346, CC United,"Primary Pool:
				Soda Aquatic Center
				300 Moraga RoadMoraga, CA  94556
				","
				 
					Club ID: 19137
 
				
			",10006
347, Coastside Water Polo Club,"Primary Pool:
				Half Moon Bay High School
				Lewis Foster DriveHalf Moon Bay, CA  94019
				","
				 
					Club ID: 23101
 
				
			",10006
348, Delphinidaes Water Polo Club,"Primary Pool:
				Seaside High School
				2200 Noche Buena St.,  Seaside, CA  93955
				","
				 
					Club ID: 34461
 
				
			",10006
349, Diablo Alliance Water Polo,"Primary Pool:
				Steve Heaston Aquatic Center At Acalanes High School
				1200 Pleasant Hill RoadLafayette, CA  94549
				","
				 
					Club ID: 1299
 
				
			",10006
350, East Bay Masters Water Polo,"Primary Pool:
				El Cerrito Community Center
				7007 Moeser LaneEl Cerrito, CA  94530
				","
				 
					Club ID: 15636
 
				
			",10006
351, Eldads Water Polo,"Primary Pool:
				Campolindo
				300 Moraga RdMoraga, CA  94556
				","
				 
					Club ID: 22733
 
				
			",10006
352, Euroskill,"Primary Pool:
				Cupertino High School
				10100 Finch AveCupertino, CA  95014
				","
				 
					Club ID: 33595
 
				
			",10006
353, Holy Cross Polo,"Primary Pool:
				Saint Francis High School and the Brothers of Holy Cross
				1885 Miramonte AveMountain View, CA  94040
				","
				 
					Club ID: 1550
 
				
			",10006
354, Independence Water Polo Club,"Primary Pool:
				Independence High School
				1776 Educational Park DrSan Jose, CA  95152
				","
				 
					Club ID: 34150
 
				
			",10006
355, L.A.R.P.D. Water Polo,"Primary Pool:
				Robert Livermore Community Center Pool
				4444 East Ave.Livermore, CA  94550-5053
				","
				 
					Club ID: 1391
 
				
			",10006
356, Lamorinda Water Polo,"Primary Pool:
				Steve Heaston Aquatic Center At Acalanes High School
				1200 Pleasant Hill RoadLafayette, CA  94549
				","
				 
					Club ID: 1309
 
				
			",10006
357, Legacy Water Polo,"Primary Pool:
				Carmel High School
				Po Box 222780Carmel, CA  93922-2780
				","
				 
					Club ID: 1283
 
				
			",10006
358, Los Altos United Water Polo Club,"Primary Pool:
				Foothill College
				12345 El Monte RdLos Altos, CA  94022
				","
				 
					Club ID: 17179
 
				
			",10006
359, Marco Polo Water Polo Club,"Primary Pool:
				Tamalpais Union High School District
				700 Miller Ave.Mill Valley, CA  94941
				","
				 
					Club ID: 34545
 
				
			",10006
360, Marin Water Polo Club,"Primary Pool:
				College Of Marin-Indian Valley Campus
				1800 Ignacio BlvdNovato, CA  94949
				","
				 
					Club ID: 473
 
				
			",10006
361, Mayfield 650 Water Polo Club,"Primary Pool:
				Menlo School
				50 ValparaisoAtherton, CA  94027
				","
				 
					Club ID: 33559
 
				
			",10006
362, Menlo Park Water Polo,"Primary Pool:
				Menlo Swim And Sport
				501 Laurel St.Menlo Park, CA  94025
				","
				 
					Club ID: 17057
 
				
			",10006
363, Mid-Pen Water Polo Club,"Primary Pool:
				Menlo Atherton High School
				555 Middle Field RoadAtherton, CA  94027
				","
				 
					Club ID: 24253
 
				
			",10006
364, Monterey Bay United Water Polo,"Primary Pool:
				Santa Catalina School
				1500 Mark Thomas DriveMonterey, CA  93940
				","
				 
					Club ID: 34089
 
				
			",10006
365, Morgan Hill Water Polo,"Primary Pool:
				Morgan Hill Aquatic Center
				17575 Peak AvenueMorgan Hill, CA  95037
				","
				 
					Club ID: 212
 
				
			",10006
366, NORCAL - Northern California Aquatics,"Primary Pool:
				Los Altos High School
				201 Almond Ave.Los Altos, CA  94022
				","
				 
					Club ID: 23991
 
				
			",10006
367, Oakland Water Polo,"Primary Pool:
				Mills College
				5000 Macarthur BlvdOakland, CA  94613
				","
				 
					Club ID: 966
 
				
			",10006
368, Otter Bay Water Polo Foundation,"Primary Pool:
				Cal State University Monterey Bay
				100 Campus CenterSeaside, CA  93955
				","
				 
					Club ID: 21397
 
				
			",10006
369, Pacific Valley Premier Water Polo Club,"Primary Pool:
				Yerba Buena High School
				1855 Lucretia AveSan Jose, CA  95122
				","
				 
					Club ID: 34095
 
				
			",10006
370, Pacifica Fog Water Polo,"Primary Pool:
				Jean E. Brink Pool
				401 Paloma AvePacifica, CA  94044
				","
				 
					Club ID: 21225
 
				
			",10006
371, Palo Alto Water Polo Club,"Primary Pool:
				Palo Alto High School
				50 EmbarcaderoPalo Alto, CA  94301
				","
				 
					Club ID: 33966
 
				
			",10006
372, Peninsula Water Polo,"Primary Pool:
				Woodside High School
				199 Churchill AveWoodside, CA  94062
				","
				 
					Club ID: 17827
 
				
			",10006
373, ROAR Aquatics,"Primary Pool:
				Notre Dame High School
				1540 Ralston AvenueBelmont, CA  94002
				","
				 
					Club ID: 30162
 
				
			",10006
374, Rogue Water Polo Club,"Primary Pool:
				Dougherty Valley High School
				10550 Albion RoadSan Ramon, CA  94582
				","
				 
					Club ID: 25823
 
				
			",10006
375, San Francisco Tsunami,"Primary Pool:
				Martin Luther King
				5701 3Rd StreetSan Francisco, CA  94109
				","
				 
					Club ID: 1261
 
				
			",10006
376, San Francisco Water Polo Club Warriors,"Primary Pool:
				Herbst Natatorium
				2155 37th AveSan Francisco, CA  94116
				","
				 
					Club ID: 31681
 
				
			",10006
377, San Jose Express Water Polo,"Primary Pool:
				The Harker School
				500 Saratoga AveSan Jose, CA  95130
				","
				 
					Club ID: 25911
 
				
			",10006
378, San Jose State,"Primary Pool:
				Spartan Recreation and Aquatic Center (San Jose State)
				324 Paseo de San CarlosSan Jose, CA  95192
				","
				 
					Club ID: 30733
 
				
			",10006
379, San Jose Water Polo Foundation,"Primary Pool:
				Bellarmine College Prep
				960 Hedding StSan Jose, CA  95126
				","
				 
					Club ID: 30505
 
				
			",10006
380, San Jose/Almaden Water Polo,"Primary Pool:
				Leland High School
				6677 Camden Ave.San Jose, CA  95120
				","
				 
					Club ID: 1224
 
				
			",10006
381, San Leandro Water Polo Club,"Primary Pool:
				San Leandro High School
				2200 Bancroft AvenueSan Leandro, CA  94577
				","
				 
					Club ID: 30235
 
				
			",10006
382, San Mateo Water Polo Foundation,"Primary Pool:
				Junipero Serra High School
				451 West 20th AvenueSan Mateo, CA  94403
				","
				 
					Club ID: 34125
 
				
			",10006
383, Santa Barbara Masters,"Primary Pool:
				Presentation High School
				2281 Plummer AveSan Jose, CA  95125
				","
				 
					Club ID: 975
 
				
			",10006
384, Santa Barbara Silver Surfers WPC,"Primary Pool:
				Presentation High School
				2281 Plummer AveSan Jose, CA  95125
				","
				 
					Club ID: 31667
 
				
			",10006
385, Santa Clara Swim Club,"Primary Pool:
				The George Haines International Swim Center
				2625 Patricia DriveSanta Clara, CA  95051
				","
				 
					Club ID: 23337
 
				
					
",10006
386, Santa Cruz Water Polo Club,"Primary Pool:
				Santa Cruz High School
				415 Walnut AvSanta Cruz, CA  95060
				","
				 
					Club ID: 16833
 
				
			",10006
387, Santa Cruz Waxem Polo Club,"Primary Pool:
				Cabrillo College
				6500 Soquel DriveAptos, CA  95003
				","
				 
					Club ID: 30099
 
				
			",10006
388, Santa Rosa Hammerheads,"Primary Pool:
				Finley Aquatic Center
				2060 W College AveSanta Rosa, CA  95401
				","
				 
					Club ID: 30782
 
				
			",10006
389, SASO Water Polo,"Primary Pool:
				Rodriguez High School
				5000 Red Top RoadFairfield, CA  94534
				","
				 
					Club ID: 33553
 
				
			",10006
390, Silicon Valley Outlaws,"Primary Pool:
				Valley Christian High School
				100 Skyway Dr.San Jose, CA  95111
				","
				 
					Club ID: 15837
 
				
			",10006
391, Sleepy Hollow Aquatics,"Primary Pool:
				Sir Francis Drake Hs
				1327 Sir Francis Drake BlvdSan Anselmo, CA  94960
				","
				 
					Club ID: 18329
 
				
			",10006
392, SoAC - UCLS Water Polo Club,"Primary Pool:
				Dan Oden Swim Complex
				33901 Syracuse AveUnion City, CA  94587
				","
				 
					Club ID: 26154
 
				
			",10006
393, Soda Mom's Water Polo Club,"Primary Pool:
				Soda Aquatic Center
				300 Moraga RoadMoraga, CA  94556
				","
				 
					Club ID: 19400
 
				
			",10006
394, Soda Moms,Unknown,"
				 
					Club ID: 34704
 
				
					
",10006
395, Soma Aquatics Water Polo,"Primary Pool:
				Tamalpais Union High School District
				700 Miller Ave.Mill Valley, CA  94941
				","
				 
					Club ID: 20854
 
				
			",10006
396, South Peninsula Water Polo Foundation,"Primary Pool:
				Menlo College
				1000 El CaminoAtherton, CA  94027
				","
				 
					Club ID: 1417
 
				
			",10006
397, Stanford Water Polo Foundation,"Primary Pool:
				Stanford Avery Aquatic Complex
				Avery Aquatic CenterStanford, CA  94305
				","
				 
					Club ID: 570
 
				
			",10006
398, The Olympic Club,"Primary Pool:
				The Olympic Club
				524 Post StreetSan Francisco, CA  94102
				","
				 
					Club ID: 364
 
				
			",10006
399, The Tigers Water Polo Club,"Primary Pool:
				Terman School
				655 Arastradero RoadPalo Alto, CA  94306
				","
				 
					Club ID: 17999
 
				
			",10006
400, TPC Water Polo Club,"Primary Pool:
				Tiburon Peninsula Club Pool
				1600 Mar West StreetTiburon, CA  94920
				","
				 
					Club ID: 19775
 
				
			",10006
401, Triton Valley Water Polo,"Primary Pool:
				Foothill High School - Pleasanton
				4375 Foothill RoadPleasanton, CA  94588
				","
				 
					Club ID: 34352
 
				
			",10006
402, Tugboat Water Polo Federation,"Primary Pool:
				Hickey Pool
				Uc Davis Howard AveDavis, CA  95616
				","
				 
					Club ID: 34182
 
				
			",10006
403, Ukiah Dolphins,"Primary Pool:
				Ukiah High School
				1000 Low Gap RoadUkiah, CA  95482
				","
				 
					Club ID: 1425
 
				
			",10006
404, University of San Francisco,"Primary Pool:
				Koret Health and Recreation Center
				2130 Fulton StreetSan Francisco, CA  94117
				","
				 
					Club ID: 30094
 
				
			",10006
405, West Valley Water Polo,"Primary Pool:
				Mountain View High School
				35353 Truman AveMountain View, CA  94040
				","
				 
					Club ID: 23
 
				
			",10006
406, Yellow Jackets Water Polo,"Primary Pool:
				Berkeley High School
				1980 Allston WayBerkeley, CA  94704
				","
				 
					Club ID: 33822
 
				
			",10006
407, 813 Polo Club,"Primary Pool:
				Interbay Pool
				4321 Estrella AveTampa, FL  33629
				","
				 
					Club ID: 29752
 
				
			",10002
408, Atlanta Rainbow Trout,"Primary Pool:
				Georgia Tech Campus Recreation Center
				750 Ferst DriveAtlanta, GA  30332
				","
				 
					Club ID: 1253
 
				
			",10002
409, Bluff City Water Polo,"Primary Pool:
				Compton Aquatic Center
				1880 Wolf River BoulevardCollierville, TN  38017
				","
				 
					Club ID: 30611
 
				
					
",10002
410, Central Florida Sun Water Polo Club,"Primary Pool:
				Winter Park High School
				2100 Summerfield RoadWinter Park, FL  32792
				","
				 
					Club ID: 17205
 
				
			",10002
411, Charleston Water Polo,"Primary Pool:
				Danny Jones Recreation Center
				1455 Monitor StreetNorth Charleston, SC  29405
				","
				 
					Club ID: 34585
 
				
			",10002
412, Charlotte Sharks,"Primary Pool:
				Mecklenburg County Aquatic Center
				800 E Martin Luther King Jr BlvdCharlotte, NC  28202
				","
				 
					Club ID: 826
 
				
			",10002
413, Clear Water Polo Club,"Primary Pool:
				Long Center
				1501 N Belcher RdClearwater, FL  33765
				","
				 
					Club ID: 33941
 
				
			",10002
414, Coral Springs Water Polo Club,"Primary Pool:
				Coral Springs Aquatic Complex
				12441 Royal Palm Blvd.Coral Springs, FL  33065
				","
				 
					Club ID: 869
 
				
			",10002
415, Davie WPC,"Primary Pool:
				Pine Island Aquatic Center
				3800 SW 92nd AveDavie, FL  33328
				","
				 
					Club ID: 34696
 
				
					
",10002
416, Daytona Beach Water Polo Club,"Primary Pool:
				Daytona State College Aquatics Center
				1200 W International Speedway BlvdDaytona Beach, FL  32114
				","
				 
					Club ID: 18859
 
				
			",10002
417, Dolfin Aquatics,"Primary Pool:
				Oviedo Aquatic Complex
				148 Oviedo BlvdOviedo, FL  32765
				","
				 
					Club ID: 1930
 
				
			",10002
418, Dynamo Water Polo,"Primary Pool:
				Dynamo Swim Center
				3119 Shallowford Rd.Chamblee, GA  30341
				","
				 
					Club ID: 971
 
				
			",10002
419, Florida East Coast Water Polo Club,"Primary Pool:
				Boca Raton High School
				1501 NW 15th CourtBoca Raton, FL  33486
				","
				 
					Club ID: 34640
 
				
			",10002
420, Gator Water Polo Club,"Primary Pool:
				Dwight H. Hunter Municipal Pool - City of Gainesville
				1100 NE 14th StreetGainesville, FL  32601
				","
				 
					Club ID: 25879
 
				
			",10002
421, GHSWPA,"Primary Pool:
				Mountain View Aquatic Center
				2650 Gordy DriveMarietta, GA  30066
				","
				 
					Club ID: 22667
 
				
			",10002
422, Jacksonville Water Polo,"Primary Pool:
				The Bolles School
				7400 San Jose Blvd.Jacksonville, FL  32217
				","
				 
					Club ID: 20083
 
				
			",10002
423, Miami Athletics Collective,"Primary Pool:
				Miami Country Day
				601 NE 107th St.Miami, FL  33161
				","
				 
					Club ID: 33911
 
				
			",10002
424, Miami Beach International Water Polo Club,"Primary Pool:
				Florida International University - Biscayne
				3000 Ne 145 St.North Miami, FL  33181
				","
				 
					Club ID: 234
 
				
			",10002
425, Miami Country Day Aquatics,"Primary Pool:
				Miami Country Day
				601 NE 107th St.Miami, FL  33161
				","
				 
					Club ID: 22290
 
				
			",10002
426, Miami Riptides Water Polo,"Primary Pool:
				Gulliver Preparatory
				6575 North Kendal DrivePinecrest, FL  33156
				","
				 
					Club ID: 1564
 
				
			",10002
427, Miami Warriors,"Primary Pool:
				Hadley Park Pool - City Of Miami
				4800 Nw 12 Ave.Miami, FL  33142
				","
				 
					Club ID: 19665
 
				
			",10002
428, Miami Whitecaps Water Polo Club,"Primary Pool:
				Belen Jesuit Preparatory School
				500 SW 127th Ave.Miami, FL  33184
				","
				 
					Club ID: 16313
 
				
			",10002
429, N.C. Select,"Primary Pool:
				Greensboro Aquatic Center
				1921 W. Gate City BlvdGreensboro, NC  27403
				","
				 
					Club ID: 34166
 
				
			",10002
430, Neptune Water Polo,"Primary Pool:
				Miami Dade College -  North Campus Aquatic and Fitness Center
				11380 N.W. 27th AvenueMiami, FL  331637
				","
				 
					Club ID: 15817
 
				
			",10002
431, North Atlanta Water Polo Club,"Primary Pool:
				Mountain Park Aquatic
				1063 Rockbridge RdStone Mountain, GA  30087
				","
				 
					Club ID: 34158
 
				
			",10002
432, North Palm Beach Waterpolo,"Primary Pool:
				North Palm Beach Country Club
				951 U.S. 1North Palm Beach, FL  33408
				","
				 
					Club ID: 21144
 
				
			",10002
433, Orlando International WPC,"Primary Pool:
				YMCA Aquatic Center
				8422 International DrOrlando, FL  32819
				","
				 
					Club ID: 33869
 
				
			",10002
434, Orlando Thunder,"Primary Pool:
				Wadeview Community Center Pool
				2177 South Summerlin AveOrlando, FL  32806
				","
				 
					Club ID: 18938
 
				
			",10002
435, Orlando United WPC,"Primary Pool:
				Lake Highland Preparatory School
				901 North Highland AvenueOrlando, FL  32803
				","
				 
					Club ID: 21747
 
				
			",10002
436, Owls Water Polo,"Primary Pool:
				Florida Atlantic Univeristy Pool
				777 Glades Rd.Boca Raton, FL  33431
				","
				 
					Club ID: 23470
 
				
			",10002
437, Patriot Aquatics,"Primary Pool:
				Lake Brantley Aquatic Center
				991 Sand Lake RdAltamonte Springs, FL  32714
				","
				 
					Club ID: 119
 
				
			",10002
438, Raider Water Polo,"Primary Pool:
				Ransom Everglades School
				3575 Main HighwayCoconut Grove, FL  33133
				","
				 
					Club ID: 17771
 
				
			",10002
439, Saint Andrew's Aquatics,"Primary Pool:
				Saint Andrews School
				3900 Jog RoadBoca Raton, FL  33434-0334
				","
				 
					Club ID: 33621
 
				
			",10002
440, Seminole Aquatics,"Primary Pool:
				Larry  Dale  Aquatic  Center
				2703 Ridgewood AveSanford, FL  32773
				","
				 
					Club ID: 22956
 
				
			",10002
441, South Florida Aquatics - Hurricanes,"Primary Pool:
				Patrick J. Meli Aquatic Complex
				2901 SW 52nd StreetDania Beach, FL  33004
				","
				 
					Club ID: 17844
 
				
			",10002
442, South Florida Water Polo,"Primary Pool:
				Nova Southeastern University Pool
				3301 College AvenueFort Lauderdale, FL  33314
				","
				 
					Club ID: 989
 
				
					
",10002
443, Southeast Premier,"Primary Pool:
				Lake Brantley Aquatic Center
				991 Sand Lake RdAltamonte Springs, FL  32714
				","
				 
					Club ID: 23471
 
				
			",10002
444, Southwest Florida Water Polo Foundation,"Primary Pool:
				Venice High School
				1 Indian AveVenice, FL  34285
				","
				 
					Club ID: 31651
 
				
			",10002
445, Storm Water Polo Team,"Primary Pool:
				Milander Aquatic Center
				4800 Palm AvenueHialeah, FL  33012
				","
				 
					Club ID: 17027
 
				
			",10002
446, Sun Coast Aquatics Inc.,"Primary Pool:
				The SKY Family YMCA - Venice
				701 Center RdVenice, FL  34285
				","
				 
					Club ID: 29931
 
				
			",10002
447, Tampa Bay Water Polo,"Primary Pool:
				Berkeley Preparatory School
				4811 Kelly RoadTampa, FL  33615
				","
				 
					Club ID: 20962
 
				
			",10002
448, Timuquana Water Polo Club,"Primary Pool:
				Timuquana Country Club
				4028 Timuquana RoadJacksonville, FL  32210
				","
				 
					Club ID: 34271
 
				
			",10002
449, Triangle Water Polo,"Primary Pool:
				Triangle Aquatic Center
				275 Convention DriveCary, NC  27511
				","
				 
					Club ID: 1641
 
				
			",10002
450, YCF Water Polo Club,"Primary Pool:
				YMCA Aquatic Center
				8422 International DrOrlando, FL  32819
				","
				 
					Club ID: 21237
 
				
			",10002
451, 22 Water Polo,"Primary Pool:
				Garden Grove High School
				11271 Stanford AvenueGarden Grove, CA  92840
				","
				 
					Club ID: 30797
 
				
			",10007
452, 241 Water Polo Club,"Primary Pool:
				Tesoro High School
				1 Tesoro Creek RoadLas Flores, CA  92688
				","
				 
					Club ID: 25909
 
				
			",10007
453, Aetos Water Polo Club,"Primary Pool:
				Santa Margarita Catholic High School
				22062 Antonio ParkwayRancho Santa Margarita, CA  92688
				","
				 
					Club ID: 30804
 
				
			",10007
454, Aliso Polo,"Primary Pool:
				Aliso Niguel High School
				28000 Wolverine WayAliso Viejo, CA  92656
				","
				 
					Club ID: 1631
 
				
			",10007
455, Apex Water Polo,"Primary Pool:
				Chaparral High School
				27215 Nicholas Rd.Temecula, CA  92591
				","
				 
					Club ID: 19616
 
				
			",10007
456, Back Bay Water Polo Club,"Primary Pool:
				University California Irvine
				903 W. PeltasonIrvine, CA  92697
				","
				 
					Club ID: 15846
 
				
			",10007
457, Beaumont Water Polo,"Primary Pool:
				Beaumont High School
				39139 Cherry Valley BlvdBeaumont, CA  92223
				","
				 
					Club ID: 31374
 
				
			",10007
458, Boa - (Brea Olinda Aquatics),"Primary Pool:
				Brea Olinda High School
				789 Wildcat WayBrea, CA  92821
				","
				 
					Club ID: 16541
 
				
			",10007
459, BullDog Aquatics Club,"Primary Pool:
				Ayala High School
				14255 Peyton Dr.Chino Hills, CA  91709
				","
				 
					Club ID: 22951
 
				
			",10007
460, Capistrano Valley Aquatics Club Alliance,"Primary Pool:
				Capistrano Valley High School
				26301 Via EscolarMission Viejo, CA  92692
				","
				 
					Club ID: 1854
 
				
			",10007
461, CDM Aquatics Federation,"Primary Pool:
				Corona Del Mar H.S.
				2101 East Bluff Dr.Newport Beach, CA  92660
				","
				 
					Club ID: 26
 
				
			",10007
462, Champs,"Primary Pool:
				Canyon High School
				220 Imperial HwyAnaheim, CA  92807
				","
				 
					Club ID: 24409
 
				
			",10007
463, CHAWP,"Primary Pool:
				Norco High School
				2605 Temescal AveNorco, CA  92860
				","
				 
					Club ID: 1281
 
				
			",10007
464, Circle City Aquatics,"Primary Pool:
				Eleanor Roosevelt High School
				7447 Cleveland Ave.Corona, CA  92880
				","
				 
					Club ID: 30239
 
				
			",10007
465, Costa Mesa Aquatics Club,"Primary Pool:
				Costa Mesa High School
				2650 Fairview RdCosta Mesa, CA  92626
				","
				 
					Club ID: 7
 
				
			",10007
466, Credo Water Polo Club,"Primary Pool:
				Servite High School
				1952 W. La PalmaAnaheim, CA  92861
				","
				 
					Club ID: 29959
 
				
			",10007
467, Dalmatian Water Polo,"Primary Pool:
				Edison High School
				21400 Magnolia StreetHuntington Beach, CA  92646
				","
				 
					Club ID: 29789
 
				
			",10007
468, East,"Primary Pool:
				Esperanza High School
				1830 N. Kellog DriveAnaheim, CA  92807
				","
				 
					Club ID: 723
 
				
			",10007
469, Elite Water Polo,"Primary Pool:
				Murrieta Valley High School
				42200 Nighthawk WayMurrieta, CA  92562
				","
				 
					Club ID: 1396
 
				
			",10007
470, Elsinore Aquatics Club,"Primary Pool:
				Elsinore High School
				21800 Cayon DriveWildomar, CA  92595
				","
				 
					Club ID: 30092
 
				
			",10007
471, Empire Aquatics,"Primary Pool:
				Great Oak High School
				32555 Deer Hollow DrTemecula, CA  92692
				","
				 
					Club ID: 17536
 
				
			",10007
472, Flo Water Polo Club,"Primary Pool:
				Fullerton College
				321 E. Chapman AveFullerton, CA  92832
				","
				 
					Club ID: 18419
 
				
			",10007
473, Fontana Tigersharks,"Primary Pool:
				Fontana Park Aquatic Center
				15610 Summit AveFontana, CA  92336
				","
				 
					Club ID: 18648
 
				
			",10007
474, Hemet Valley Water Polo,"Primary Pool:
				Hemet High School
				41701 E. Stetson Ave.Hemet, CA  92544
				","
				 
					Club ID: 17773
 
				
			",10007
475, Huntington Beach Water Polo,"Primary Pool:
				Huntington Beach H.S.
				1905 Main StreetHuntington Beach, CA  92648
				","
				 
					Club ID: 168
 
				
			",10007
476, I.E Storm Water Polo Club,"Primary Pool:
				San Bernardino Usd
				777 North F StreetSan Bernardino, CA  92404
				","
				 
					Club ID: 33956
 
				
			",10007
477, Imperial Water Polo Club,"Primary Pool:
				Sage Hill School
				20402 Newport Coast Dr.Newport Coast, CA  92657
				","
				 
					Club ID: 33808
 
				
			",10007
478, Infinity Water Polo Club,"Primary Pool:
				La Habra High School
				801 W. Highlander AveLa Habra, CA  90631
				","
				 
					Club ID: 23855
 
				
			",10007
479, Irvine Water Polo Club (Kahuna),"Primary Pool:
				William Woollett Jr. Aquatics Center (WWJAC) At Heritage Park
				4601 Walnut AvenueIrvine, CA  92604
				","
				 
					Club ID: 78
 
				
			",10007
480, JimmyDean's Polo Pals,"Primary Pool:
				San Bernardino Usd
				777 North F StreetSan Bernardino, CA  92404
				","
				 
					Club ID: 34427
 
				
			",10007
481, La Mirada Armada Water Polo,"Primary Pool:
				La Mirada Splash
				13806 La Mirada Blvd.La Mirada, CA  90638
				","
				 
					Club ID: 17873
 
				
			",10007
482, Laguna Beach Water Polo,"Primary Pool:
				Laguna Beach City/H.S. Pool
				625 Park Ave.Laguna Beach, CA  92651
				","
				 
					Club ID: 717
 
				
			",10007
483, Los Alamitos Water Polo Club,"Primary Pool:
				Los Alamitos High School
				Cerritos Ave.Los Alamitos, CA  90720
				","
				 
					Club ID: 315
 
				
			",10007
484, Los Angeles Athletic Club,"Primary Pool:
				Santa Monica High School
				601 Pico BlvdSanta Monica, CA  90405
				","
				 
					Club ID: 30241
 
				
					
",10007
485," Newport Beach Water Polo, Inc.","Primary Pool:
				Newport Harbor HS
				600 Irvine AveNewport Beach, CA  92663
				","
				 
					Club ID: 20606
 
				
			",10007
486, Newport Water Polo Foundation,"Primary Pool:
				University California Irvine
				903 W. PeltasonIrvine, CA  92697
				","
				 
					Club ID: 60
 
				
			",10007
487, North Irvine Water Polo Club,"Primary Pool:
				Northwood High School
				4515 Portola PkwyIrvine, CA  92620
				","
				 
					Club ID: 1834
 
				
			",10007
488, Ohana Water Polo Academy,"Primary Pool:
				Los Alamitos Joint Forces Training Base
				Lexington Dr.Los Alamitos, CA  90720
				","
				 
					Club ID: 33664
 
				
			",10007
489, Orange County Water Polo Club,"Primary Pool:
				Dana Hills High School
				33333 Golden LanternDana Point, CA  92629
				","
				 
					Club ID: 17818
 
				
			",10007
490, Orange County Water Polo Foundation,"Primary Pool:
				El Dorado High School
				1651 N. Valencia AvePlacentia, CA  92870
				","
				 
					Club ID: 15628
 
				
			",10007
491, Pacific Coast Riptide,"Primary Pool:
				Ocean View High School
				17071 Gothard StreetHuntington Beach, CA  92647
				","
				 
					Club ID: 20769
 
				
			",10007
492, Port Streets Polo,"Primary Pool:
				Harbor View Community Association
				1854 Port Barmouth PlaceNewport Beach, CA  92660
				","
				 
					Club ID: 34248
 
				
			",10007
493, Power Aquatics,"Primary Pool:
				Mission Viejo High School
				25025 Chrisanta DrMission Viejo, CA  92691
				","
				 
					Club ID: 22231
 
				
			",10007
494, Rancho Tsunami Water Polo Club,"Primary Pool:
				Alta Loma High School
				8880 Baseline RoadAlta Loma, CA  91701
				","
				 
					Club ID: 31438
 
				
			",10007
495, Redlands Renegades,"Primary Pool:
				Redlands East Valley High School
				31000 Colton AvenueRedlands, CA  92374
				","
				 
					Club ID: 774
 
				
			",10007
496, Riverside Water Polo,"Primary Pool:
				Riverside Community College
				4800 Magnolia AveRiverside, CA  92506
				","
				 
					Club ID: 241
 
				
			",10007
497, Saddleback College Water Polo,"Primary Pool:
				Saddleback College
				28000 Marguerite ParkwayMission Viejo, CA  92692
				","
				 
					Club ID: 34061
 
				
			",10007
498, Saddleback El Toro (SET),"Primary Pool:
				El Toro High School
				25255 Toledo WayLake Forest, CA  92630
				","
				 
					Club ID: 18
 
				
			",10007
499, San Bernardino Aquatics,"Primary Pool:
				Arroyo Valley
				1881 W. Base LineSan Bernardino, CA  92411
				","
				 
					Club ID: 31355
 
				
			",10007
500, SC Tritons,"Primary Pool:
				San Clemente High School
				700 Ave PicoSan Clemente, CA  92673
				","
				 
					Club ID: 21154
 
				
			",10007
501, Scorpions,"Primary Pool:
				Palm Desert Aquatic Center
				North East Corner Of The Palm Desert Civic CenterPalm Desert, CA  92260
				","
				 
					Club ID: 20465
 
				
			",10007
502, SOCAL Water Polo Foundation,"Primary Pool:
				Foothill High School
				1925 Dodge AveSanta Ana, CA  92705
				","
				 
					Club ID: 51
 
				
			",10007
503, Temescal Canyon Water Polo Club,"Primary Pool:
				Temescal Canyon High School
				28755 El Toro RdLake Elsinore, CA  92532
				","
				 
					Club ID: 29887
 
				
			",10007
504, testingclub22,"Primary Pool:
				TBD
				Pacific ZoneSan Francisco, CA  00000
				","
				 
					Club ID: 34313
 
				
			",10007
505, Thunderbird Water Polo Club,"Primary Pool:
				Crafton Hills College
				11711 Sand Canyon RoadYucaipa, CA  92399
				","
				 
					Club ID: 30576
 
				
			",10007
506, Tustin-Irvine Patriot Aquatics,"Primary Pool:
				Beckman High School
				3588 Bryan AveIrvine, CA  92602
				","
				 
					Club ID: 23572
 
				
			",10007
